image_id	instance_id	object_id	raw_name	gt_category_id	pred_instance_id	pred_category_id	mask_iou_best_any_class	mask_iou_class_matched	class_correct
obj_046_椅子2__color_00000	obj_046_椅子2__color_00000__gt00	obj_046_椅子2	椅子2	chair	obj_046_椅子2__color_00000__yolo_pred00	chair	0.805061	0.805061	1
obj_046_椅子2__color_00001	obj_046_椅子2__color_00001__gt00	obj_046_椅子2	椅子2	chair	obj_046_椅子2__color_00001__yolo_pred00	chair	0.672317	0.672317	1
obj_046_椅子2__color_00002	obj_046_椅子2__color_00002__gt00	obj_046_椅子2	椅子2	chair	obj_046_椅子2__color_00002__yolo_pred00	chair	0.812157	0.812157	1
obj_046_椅子2__color_00003	obj_046_椅子2__color_00003__gt00	obj_046_椅子2	椅子2	chair	obj_046_椅子2__color_00003__yolo_pred00	chair	0.714154	0.714154	1
obj_047_水壶__color_00000	obj_047_水壶__color_00000__gt00	obj_047_水壶	水壶	kettle	obj_047_水壶__color_00000__yolo_pred00	kettle	0.912073	0.912073	1
obj_047_水壶__color_00001	obj_047_水壶__color_00001__gt00	obj_047_水壶	水壶	kettle	obj_047_水壶__color_00001__yolo_pred00	kettle	0.893759	0.893759	1
obj_047_水壶__color_00002	obj_047_水壶__color_00002__gt00	obj_047_水壶	水壶	kettle	obj_047_水壶__color_00002__yolo_pred00	kettle	0.909764	0.909764	1
obj_048_水杯2__color_00000	obj_048_水杯2__color_00000__gt00	obj_048_水杯2	水杯2	open_container	obj_048_水杯2__color_00000__yolo_pred00	open_container	0.886010	0.886010	1
obj_048_水杯2__color_00002	obj_048_水杯2__color_00002__gt00	obj_048_水杯2	水杯2	open_container	obj_048_水杯2__color_00002__yolo_pred00	open_container	0.932749	0.932749	1
obj_048_水杯2__color_00003	obj_048_水杯2__color_00003__gt00	obj_048_水杯2	水杯2	open_container	obj_048_水杯2__color_00003__yolo_pred00	open_container	0.936786	0.936786	1
obj_049_甜瓜__color_00000	obj_049_甜瓜__color_00000__gt00	obj_049_甜瓜	甜瓜	fruit	obj_049_甜瓜__color_00000__yolo_pred00	fruit	0.852886	0.852886	1
obj_049_甜瓜__color_00001	obj_049_甜瓜__color_00001__gt00	obj_049_甜瓜	甜瓜	fruit	obj_049_甜瓜__color_00001__yolo_pred00	fruit	0.941446	0.941446	1
obj_049_甜瓜__color_00002	obj_049_甜瓜__color_00002__gt00	obj_049_甜瓜	甜瓜	fruit	obj_049_甜瓜__color_00002__yolo_pred01	fruit	0.574631	0.574631	1
obj_049_甜瓜__color_00003	obj_049_甜瓜__color_00003__gt00	obj_049_甜瓜	甜瓜	fruit	obj_049_甜瓜__color_00003__yolo_pred00	fruit	0.967220	0.967220	1
obj_050_盆栽2__color_00000	obj_050_盆栽2__color_00000__gt00	obj_050_盆栽2	盆栽2	open_container	obj_050_盆栽2__color_00000__yolo_pred00	open_container	0.891266	0.891266	1
obj_050_盆栽2__color_00001	obj_050_盆栽2__color_00001__gt00	obj_050_盆栽2	盆栽2	open_container	obj_050_盆栽2__color_00001__yolo_pred00	open_container	0.763518	0.763518	1
obj_050_盆栽2__color_00002	obj_050_盆栽2__color_00002__gt00	obj_050_盆栽2	盆栽2	open_container	obj_050_盆栽2__color_00002__yolo_pred00	open_container	0.747185	0.747185	1
obj_050_盆栽2__color_00003	obj_050_盆栽2__color_00003__gt00	obj_050_盆栽2	盆栽2	open_container	obj_050_盆栽2__color_00003__yolo_pred00	open_container	0.723927	0.723927	1
obj_051_盆栽3__color_00000	obj_051_盆栽3__color_00000__gt00	obj_051_盆栽3	盆栽3	open_container	obj_051_盆栽3__color_00000__yolo_pred00	open_container	0.966417	0.966417	1
obj_051_盆栽3__color_00001	obj_051_盆栽3__color_00001__gt00	obj_051_盆栽3	盆栽3	open_container	obj_051_盆栽3__color_00001__yolo_pred00	open_container	0.970364	0.970364	1
obj_051_盆栽3__color_00002	obj_051_盆栽3__color_00002__gt00	obj_051_盆栽3	盆栽3	open_container	obj_051_盆栽3__color_00002__yolo_pred00	open_container	0.978245	0.978245	1
obj_051_盆栽3__color_00003	obj_051_盆栽3__color_00003__gt00	obj_051_盆栽3	盆栽3	open_container	obj_051_盆栽3__color_00003__yolo_pred00	open_container	0.975482	0.975482	1
obj_052_盆栽4__color_00000	obj_052_盆栽4__color_00000__gt00	obj_052_盆栽4	盆栽4	open_container	obj_052_盆栽4__color_00000__yolo_pred00	open_container	0.869124	0.869124	1
obj_052_盆栽4__color_00001	obj_052_盆栽4__color_00001__gt00	obj_052_盆栽4	盆栽4	open_container	obj_052_盆栽4__color_00001__yolo_pred00	open_container	0.769299	0.769299	1
obj_052_盆栽4__color_00002	obj_052_盆栽4__color_00002__gt00	obj_052_盆栽4	盆栽4	open_container	obj_052_盆栽4__color_00002__yolo_pred00	open_container	0.869718	0.869718	1
obj_052_盆栽4__color_00003	obj_052_盆栽4__color_00003__gt00	obj_052_盆栽4	盆栽4	open_container	obj_052_盆栽4__color_00003__yolo_pred01	open_container	0.783924	0.783924	1
obj_053_盆栽5__color_00000	obj_053_盆栽5__color_00000__gt00	obj_053_盆栽5	盆栽5	open_container	obj_053_盆栽5__color_00000__yolo_pred00	open_container	0.811789	0.811789	1
obj_053_盆栽5__color_00001	obj_053_盆栽5__color_00001__gt00	obj_053_盆栽5	盆栽5	open_container	obj_053_盆栽5__color_00001__yolo_pred00	open_container	0.697828	0.697828	1
obj_053_盆栽5__color_00002	obj_053_盆栽5__color_00002__gt00	obj_053_盆栽5	盆栽5	open_container	obj_053_盆栽5__color_00002__yolo_pred00	open_container	0.730182	0.730182	1
obj_053_盆栽5__color_00003	obj_053_盆栽5__color_00003__gt00	obj_053_盆栽5	盆栽5	open_container	obj_053_盆栽5__color_00003__yolo_pred00	open_container	0.733453	0.733453	1
obj_054_碗3__color_00001	obj_054_碗3__color_00001__gt00	obj_054_碗3	碗3	open_container	obj_054_碗3__color_00001__yolo_pred00	open_container	0.980382	0.980382	1
obj_054_碗3__color_00002	obj_054_碗3__color_00002__gt00	obj_054_碗3	碗3	open_container	obj_054_碗3__color_00002__yolo_pred00	open_container	0.980938	0.980938	1
obj_054_碗3__color_00003	obj_054_碗3__color_00003__gt00	obj_054_碗3	碗3	open_container	obj_054_碗3__color_00003__yolo_pred00	open_container	0.983838	0.983838	1
obj_055_紧急呼叫器__color_00000	obj_055_紧急呼叫器__color_00000__gt00	obj_055_紧急呼叫器	紧急呼叫器	button	obj_055_紧急呼叫器__color_00000__yolo_pred00	button	0.783261	0.783261	1
obj_055_紧急呼叫器__color_00001	obj_055_紧急呼叫器__color_00001__gt00	obj_055_紧急呼叫器	紧急呼叫器	button	obj_055_紧急呼叫器__color_00001__yolo_pred00	button	0.814879	0.814879	1
obj_055_紧急呼叫器__color_00002	obj_055_紧急呼叫器__color_00002__gt00	obj_055_紧急呼叫器	紧急呼叫器	button	obj_055_紧急呼叫器__color_00002__yolo_pred01	button	0.803204	0.803204	1
obj_055_紧急呼叫器__color_00003	obj_055_紧急呼叫器__color_00003__gt00	obj_055_紧急呼叫器	紧急呼叫器	button	obj_055_紧急呼叫器__color_00003__yolo_pred00	button	0.632829	0.632829	1
obj_056_苹果__color_00000	obj_056_苹果__color_00000__gt00	obj_056_苹果	苹果	fruit	obj_056_苹果__color_00000__yolo_pred00	fruit	0.928422	0.928422	1
obj_056_苹果__color_00001	obj_056_苹果__color_00001__gt00	obj_056_苹果	苹果	fruit	obj_056_苹果__color_00001__yolo_pred00	fruit	0.924596	0.924596	1
obj_057_药品__color_00000	obj_057_药品__color_00000__gt00	obj_057_药品	药品	medicine_box	obj_057_药品__color_00000__yolo_pred00	medicine_box	0.960766	0.960766	1
obj_057_药品__color_00001	obj_057_药品__color_00001__gt00	obj_057_药品	药品	medicine_box	obj_057_药品__color_00001__yolo_pred00	medicine_box	0.968172	0.968172	1
obj_058_药品2__color_00000	obj_058_药品2__color_00000__gt00	obj_058_药品2	药品2	medicine_box	obj_058_药品2__color_00000__yolo_pred00	medicine_box	0.976008	0.976008	1
obj_058_药品2__color_00001	obj_058_药品2__color_00001__gt00	obj_058_药品2	药品2	medicine_box	obj_058_药品2__color_00001__yolo_pred00	medicine_box	0.553875	0.553875	1
obj_058_药品2__color_00002	obj_058_药品2__color_00002__gt00	obj_058_药品2	药品2	medicine_box	obj_058_药品2__color_00002__yolo_pred00	medicine_box	0.970470	0.970470	1
obj_058_药品2__color_00003	obj_058_药品2__color_00003__gt00	obj_058_药品2	药品2	medicine_box	obj_058_药品2__color_00003__yolo_pred00	medicine_box	0.886348	0.886348	1
obj_059_药品3__color_00001	obj_059_药品3__color_00001__gt00	obj_059_药品3	药品3	medicine_box	obj_059_药品3__color_00001__yolo_pred00	medicine_box	0.947140	0.947140	1
obj_060_菜板2__color_00000	obj_060_菜板2__color_00000__gt00	obj_060_菜板2	菜板2	cutting_board	obj_060_菜板2__color_00000__yolo_pred00	cutting_board	0.915722	0.915722	1
obj_060_菜板2__color_00001	obj_060_菜板2__color_00001__gt00	obj_060_菜板2	菜板2	cutting_board	obj_060_菜板2__color_00001__yolo_pred00	cutting_board	0.895160	0.895160	1
obj_060_菜板2__color_00002	obj_060_菜板2__color_00002__gt00	obj_060_菜板2	菜板2	cutting_board	obj_060_菜板2__color_00002__yolo_pred01	cutting_board	0.778065	0.778065	1
obj_060_菜板2__color_00003	obj_060_菜板2__color_00003__gt00	obj_060_菜板2	菜板2	cutting_board	obj_060_菜板2__color_00003__yolo_pred00	cutting_board	0.847170	0.847170	1
obj_060_菜板2__color_00004	obj_060_菜板2__color_00004__gt00	obj_060_菜板2	菜板2	cutting_board	obj_060_菜板2__color_00004__yolo_pred00	cutting_board	0.902346	0.902346	1
obj_061_西瓜__color_00000	obj_061_西瓜__color_00000__gt00	obj_061_西瓜	西瓜	fruit	obj_061_西瓜__color_00000__yolo_pred00	fruit	0.975178	0.975178	1
obj_061_西瓜__color_00001	obj_061_西瓜__color_00001__gt00	obj_061_西瓜	西瓜	fruit	obj_061_西瓜__color_00001__yolo_pred00	fruit	0.964053	0.964053	1
obj_061_西瓜__color_00003	obj_061_西瓜__color_00003__gt00	obj_061_西瓜	西瓜	fruit	obj_061_西瓜__color_00003__yolo_pred00	fruit	0.968495	0.968495	1
obj_062_轮椅__color_00000	obj_062_轮椅__color_00000__gt00	obj_062_轮椅	轮椅	chair	obj_062_轮椅__color_00000__yolo_pred00	chair	0.961958	0.961958	1
obj_062_轮椅__color_00001	obj_062_轮椅__color_00001__gt00	obj_062_轮椅	轮椅	chair	obj_062_轮椅__color_00001__yolo_pred00	chair	0.912433	0.912433	1
obj_062_轮椅__color_00002	obj_062_轮椅__color_00002__gt00	obj_062_轮椅	轮椅	chair	obj_062_轮椅__color_00002__yolo_pred00	chair	0.941290	0.941290	1
obj_062_轮椅__color_00003	obj_062_轮椅__color_00003__gt00	obj_062_轮椅	轮椅	chair	obj_062_轮椅__color_00003__yolo_pred01	chair	0.683085	0.683085	1
obj_062_轮椅__color_00004	obj_062_轮椅__color_00004__gt00	obj_062_轮椅	轮椅	chair	obj_062_轮椅__color_00004__yolo_pred00	chair	0.909689	0.909689	1
obj_063_轮椅2__color_00000	obj_063_轮椅2__color_00000__gt00	obj_063_轮椅2	轮椅2	chair	obj_063_轮椅2__color_00000__yolo_pred03	chair	0.373863	0.373863	1
obj_063_轮椅2__color_00001	obj_063_轮椅2__color_00001__gt00	obj_063_轮椅2	轮椅2	chair	obj_063_轮椅2__color_00001__yolo_pred00	chair	0.907564	0.907564	1
obj_063_轮椅2__color_00002	obj_063_轮椅2__color_00002__gt00	obj_063_轮椅2	轮椅2	chair	obj_063_轮椅2__color_00002__yolo_pred00	chair	0.957147	0.957147	1
obj_063_轮椅2__color_00003	obj_063_轮椅2__color_00003__gt00	obj_063_轮椅2	轮椅2	chair	obj_063_轮椅2__color_00003__yolo_pred00	chair	0.905403	0.905403	1
obj_064_香蕉__color_00000	obj_064_香蕉__color_00000__gt00	obj_064_香蕉	香蕉	fruit	obj_064_香蕉__color_00000__yolo_pred00	fruit	0.971172	0.971172	1
obj_064_香蕉__color_00001	obj_064_香蕉__color_00001__gt00	obj_064_香蕉	香蕉	fruit	obj_064_香蕉__color_00001__yolo_pred00	fruit	0.951750	0.951750	1
obj_064_香蕉__color_00002	obj_064_香蕉__color_00002__gt00	obj_064_香蕉	香蕉	fruit	obj_064_香蕉__color_00002__yolo_pred00	fruit	0.935413	0.935413	1
obj_064_香蕉__color_00003	obj_064_香蕉__color_00003__gt00	obj_064_香蕉	香蕉	fruit	obj_064_香蕉__color_00003__yolo_pred00	fruit	0.952112	0.952112	1
obj_064_香蕉__color_00004	obj_064_香蕉__color_00004__gt00	obj_064_香蕉	香蕉	fruit	obj_064_香蕉__color_00004__yolo_pred00	fruit	0.949312	0.949312	1
obj_065_马桶__color_00000	obj_065_马桶__color_00000__gt00	obj_065_马桶	马桶	toilet	obj_065_马桶__color_00000__yolo_pred00	toilet	0.988901	0.988901	1
obj_065_马桶__color_00001	obj_065_马桶__color_00001__gt00	obj_065_马桶	马桶	toilet	obj_065_马桶__color_00001__yolo_pred00	toilet	0.984441	0.984441	1
obj_065_马桶__color_00002	obj_065_马桶__color_00002__gt00	obj_065_马桶	马桶	toilet	obj_065_马桶__color_00002__yolo_pred00	toilet	0.983287	0.983287	1
obj_065_马桶__color_00003	obj_065_马桶__color_00003__gt00	obj_065_马桶	马桶	toilet	obj_065_马桶__color_00003__yolo_pred00	toilet	0.984568	0.984568	1
obj_065_马桶__color_00004	obj_065_马桶__color_00004__gt00	obj_065_马桶	马桶	toilet	obj_065_马桶__color_00004__yolo_pred00	toilet	0.979602	0.979602	1
